"Source";"nr.results"
"Frontiers   Implications of Cognitive Load for Hypothesis Generation and Probability Judgment   Cognitive Science";33
"Frontiers   Implicit Learning of Viewpoint-Independent Spatial Layouts   Cognitive Science";25
"Frontiers   Implicit Self-Esteem in Borderline Personality and Depersonalization Disorder   Consciousness Research";14
"Frontiers   Importance of the Inverted Control in Measuring Holistic Face Processing with the Composite Effect and Part-Whole Effect   Perception Science";9
"Frontiers   Improved Visual Cognition through Stroboscopic Training   Perception Science";20
"Frontiers   Impulsivity, Impulsive and Reflective Processes";3
"Frontiers   In Search of Our True Selves  Feedback as a Path to Self-Knowledge   Personality Science and Individual Differences";2
"Frontiers   Incidental Learning of Temporal Structures Conforming to a Metrical Framework   Auditory Cognitive Neuroscience";24
"Frontiers   Increased Alpha-Band Power during the Retention of Shapes and Shape-Location Associations in Visual Short-Term Memory   Perception Science";2
"Frontiers   Increased Intra-Participant";9
"Frontiers   Incremental Phonological Encoding during Unscripted Sentence Production   Language Sciences";13
"Frontiers   Independence of Valence and Reward in Emotional Word Processing  Electrophysiological Evidence   Language Sciences";33
"Frontiers   Individual Differences in Discriminatory Fear Learning under";11
"Frontiers   Individual Variation in the Late Positive Complex to Semantic Anomalies   Language Sciences";11
"Frontiers   Individuality That is Unheard of  Systematic Temporal Deviations in Scale Playing Leave an Inaudible Pianistic Fingerprint   Cognitive Science";30
"Frontiers   Individualized Theory of Mind (iToM)  When Memory Modulates Empathy   Cognition";2
"Frontiers   Infants Generalize Representations of Statistically Segmented Words   Language Sciences";10
"Frontiers   Infants Need More Variety – Increased Data Acquisition with Reduced Participant Attrition in Infant ERP Studies   Developmental Psychology";17
"Frontiers   Influence of Threat and Serotonin Transporter Genotype on Interference Effects   Emotion Science";65
"Frontiers   Influences of Multisensory Experience on Subsequent Unisensory Processing   Perception Science";2
"Frontiers   Influences of Rhythm- and Timbre-Related Musical Features on Characteristics of Music-Induced Movement   Auditory Cognitive Neuroscience";16
"Frontiers   Inherently Analog Quantity Representations in Olive Baboons (Papio anubis)   Comparative Psychology";16
"Frontiers   Inhibition and Adjective Learning in Bilingual and Monolingual Children   Developmental Psychology";8
"Frontiers   Inhibitory Motor Control in Old Age  Evidence for De-Automatization    Cognition";9
"Frontiers   Inights on NIRS sensitivity from a cross-linguistic study on the emergence of phonological grammar   Language Sciences";4
"Frontiers   Instant Attraction  Immediate Action-Effect Bindings Occur for Both, Stimulus- and Goal-Driven Actions   Cognition";13
"Frontiers   Instructed Task Demands and Utilization of Action Effect Anticipation   Cognition";45
"Frontiers   Intentional Forgetting of Emotional Words after Trauma  A Study with Victims of Sexual Assault   Cognition";15
"Frontiers   Intentional Suppression Can Lead to a Reduction";26
"Frontiers   Inter-Specific Differences in Numerical Abilities Among Teleost Fish   Comparative Psychology";20
"Frontiers   Interattribute Distances do not Represent the Identity of Real World Faces   Perception Science";5
"Frontiers   Interhemispheric Connectivity Influences the Degree of Modulation of TMS-Induced Effects during Auditory Processing   Auditory Cognitive Neuroscience";17
"Frontiers   Intrinsic Default Mode Network Connectivity Predicts Spontaneous Verbal Descriptions of Autobiographical Memories during Social Processing   Cognition";1
"Frontiers   Introspecting on the Timing of One's Actions in a Visuo-Motor Synchronization Task   Consciousness Research";2
"Frontiers   Involvement of the larynx motor area in singing-voice perception  a TMS study†   Cognitive Science";5
"Frontiers   Is “Hit and Run” a Single Word  The Processing of Irreversible Binomials in Neglect Dyslexia   Language Sciences";5
"Frontiers   Is a Mean Machine Better than a Dependable Drive  It’s Geared Toward Your Regulatory Focus   Emotion Science";6
"Frontiers   Is Conscious Stimulus Identification Dependent on Knowledge of the Perceptual Modality  Testing the “Source Misidentification Hypothesis”   Consciousness Research";3
"Frontiers   Is There a Relationship between Language Switching and Executive Functions in Bilingualism  Introducing a within group Analysis Approach   Cognition";5
"Frontiers   Islamic Headdress Influences How Emotion is Recognized from the Eyes   Emotion Science";25
"Frontiers   Language-Mediated Visual Orienting Behavior in Low and High Literates   Language Sciences";26
"Frontiers   Language and the Newborn Brain  Does Prenatal Language Experience Shape the Neonate Neural Response to Speech    Language Sciences";2
"Frontiers   Language Effects in Trilinguals  An ERP Study   Language Sciences";16
"Frontiers   Large-Scale Brain Networks Underlying Language Acquisition in Early Infancy   Language Sciences";1
"Frontiers   Larger Error Signals in Major Depression are Associated with Better Avoidance Learning   Cognition";7
"Frontiers   Learner-Controlled Self-Observation is Advantageous for Motor Skill Acquisition   Movement Science and Sport Psychology";10
"Frontiers   Learning to Lie  Effects of Practice on the Cognitive Cost of Lying   Cognitive Science";16
"Frontiers   Lexical Selection in Multi-Word Production   Language Sciences";1
"Frontiers   Life Stress Impairs Self-Control in Early Adolescence   Developmental Psychology";1
"Frontiers   Lifespan Changes in Global and Selective Stopping and Performance Adjustments   Cognition";31
"Frontiers   Listening for the Norm  Adaptive Coding in Speech Categorization   Perception Science";10
"Frontiers   Living Emotions, Avoiding Emotions  Behavioral Investigation of the Regulation of Socially Driven Emotions   Emotion Science";31
"Frontiers   Local Discriminability Determines the Strength of Holistic Processing for Faces in the Fusiform Face Area   Perception Science";16
"Frontiers   Locomotor Inhibition in Adult Horses Faced to Stressors  A Single Postpartum Experience May be Enough!   Comparative Psychology";16
"Frontiers   Long-Term Effects of Chronic Khat Use  Impaired Inhibitory Control   Cognition";6
"Frontiers   Look Who's Talking  Pre-Verbal Infants’ Perception of Face-to-Face and Back-to-Back Social Interactions   Developmental Psychology";9
"Frontiers   Loss of Sustained Activity in the Ventromedial Prefrontal Cortex in Response to Repeated Stress";2
"Frontiers   Low Spatial Frequency Bias in Schizophrenia is Not Face Specific  When the Integration of Coarse and Fine Information Fails   Psychopathology";4
"Frontiers   Manipulations to the Timing and Type of Instructions to Examine Motor Skill Performance Under Pressure   Movement Science and Sport Psychology";26
"Frontiers   Mapping Face Recognition Information Use across Cultures   Perception Science";2
"Frontiers   Mapping Symbols to Sounds  Electrophysiological Correlates of the Impaired Reading Process in Dyslexia   Language Sciences";49
"Frontiers   Markers of Deception in Italian Speech   Cognitive Science";21
"Frontiers   Matching Faces with Emotional Expressions   Emotion Science";26
"Frontiers   Math Anxiety in Second and Third Graders and Its Relation to Mathematics Achievement   Developmental Psychology";8
"Frontiers   Measuring Belief in Conspiracy Theories  The Generic Conspiracist Beliefs Scale   Personality Science and Individual Differences";2
"Frontiers   Measuring Happiness  From Fluctuating Happiness to Authentic–Durable Happiness   Personality Science and Individual Differences";4
"Frontiers   Measuring Individual Differences in Generic Beliefs in Conspiracy Theories";3
"Frontiers   Meditate to Create  The Impact of Focused";5
"Frontiers   Men Fear Other Men Most  Gender Specific Brain Activations in Perceiving Threat from Dynamic Faces and Bodies – An fMRI Study   Emotion Science";65
"Frontiers   Mental Imagery for Musical Changes in Loudness   Perception Science";11
"Frontiers   Mental imagery of speech and movement implicates the dynamics of internal forward models   Auditory Cognitive Neuroscience";33
"Frontiers   Mere Exposure Alters Category Learning of Novel Objects   Cognitive Science";1
"Frontiers   Mind-blanking  when the mind goes away   Perception Science";1
"Frontiers   Mind wandering at the fingertips  automatic parsing of subjective states based on response time variability   Perception Science";13
"Frontiers   Mine is Earlier than Yours  Causal Beliefs Influence the Perceived Time of Action Effects   Cognition";5
"Frontiers   Modality-specific organization in the representation of sensorimotor sequences   Cognition";13
"Frontiers   Modality Switching in a Property Verification Task  An ERP Study of What Happens When Candles Flicker after High Heels Click   Cognition";12
"Frontiers   Modulation of Auditory Cortex Response to Pitch Variation Following Training with Microtonal Melodies   Auditory Cognitive Neuroscience";7
"Frontiers   Modulation of Visual Cortical Excitability";11
"Frontiers   Monetary Incentives in Speeded Perceptual Decision  Effects of Penalizing Errors Versus Slow Responses   Cognition";28
"Frontiers   Monkeys (Macaca Mulatta and Cebus Apella)";10
"Frontiers   More than Meets the Eye  Age Differences in the Capture and Suppression of Oculomotor Action   Cognition";24
"Frontiers   Motivation Modulates Visual Attention  Evidence from Pupillometry   Cognition";20
"Frontiers   Motor-Sensory Recalibration Modulates Perceived Simultaneity of Cross-Modal Events at Different Distances   Perception Science";9
"Frontiers   Moving Forward in Space and Time  How Strong is the Conceptual Link between Spatial and Temporal Frames of Reference    Cultural Psychology";1
"Frontiers   Multimodal Semantic Quantity Representations  Further Evidence from Korean Sign Language   Cognition";1
"Frontiers   Muscle or Motivation  A Stop-Signal Study on the Effects of Sequential Cognitive Control   Cognition";22
"Frontiers   Music Training, Cognition, and Personality   Auditory Cognitive Neuroscience";5
"Frontiers   Musical Expertise Modulates Early Processing of Syntactic Violations in Language   Auditory Cognitive Neuroscience";117
